Depth (ft),SP,DT (edited)
14296.5,-41.5798027,100.5976096
14297,-41.73768378,100.8632138
14297.5,-41.93089532,102.1580345
14298,-42.17848819,104.3160691
14298.5,-42.43607641,104.3160691
14299,-42.65982456,104.8048986
14299.5,-42.85811585,105.1715208
14300,-43.09179733,105.5381429
14300.5,-43.42951497,105.9047651
14301,-43.90221556,106.2713872
14301.5,-44.4785225,106.6380094
14302,-45.08673128,107.2377158
14302.5,-45.66499232,107.2377158
14303,-46.19720245,106.7065073
14303.5,-46.71691924,102.9535193
14304,-47.26979373,99.37757271
14304.5,-47.86427247,95.67571794
14305,-48.46553779,92.422949
14305.5,-49.02077555,93.25431837
14306,-49.47949463,94.19387146
14306.5,-49.77256653,95.11315611
14307,-49.78345108,95.8354612
14307.5,-49.38760085,97.015196
14308,-48.55925571,97.96379806
14308.5,-47.42986774,98.4854764
14309,-46.1870191,101.4801975
14309.5,-44.90699387,104.5319141
14310,-43.53572437,107.7838383
14310.5,-42.07844596,108.2347273
14311,-40.78810237,106.593136
14311.5,-40.07457776,105.9720179
14312,-40.17006053,104.9156889
14312.5,-40.90863762,104.1721341
14313,-41.88521778,103.1778105
14313.5,-42.82538871,102.4244504
14314,-43.74499966,101.4068269
14314.5,-44.72735542,100.6774781
14315,-45.6035233,99.66438569
14315.5,-45.94068261,98.76868642
14316,-45.3935258,102.546643
14316.5,-44.06052088,106.8215701
14317,-42.47095272,111.3388709
14317.5,-41.21783757,115.8518302
14318,-40.58306485,116.1862692
14318.5,-40.4591289,115.8113689
14319,-40.55859222,114.5573972
14319.5,-40.6684205,113.3335547
14320,-40.7447376,112.2974768
14320.5,-40.83394767,111.2613989
14321,-40.96866768,110.2253209
14321.5,-41.13277859,109.189243
14322,-41.2939514,107.7689243
14322.5,-41.4380984,107.7689243
14323,-41.57262125,108.6673307
14323.5,-41.70858194,109.2187915
14324,-41.85008544,109.7702523
14324.5,-42.00137043,110.3217132
14325,-42.16024446,110.6905711
14325.5,-42.31138934,111.971846
14326,-42.43904572,112.9343958
14326.5,-42.55339074,113.8969456
14327,-42.69633591,114.8594954
14327.5,-42.89671513,115.8220452
14328,-43.10937877,117.065073
14328.5,-43.21256284,114.940239
14329,-43.08875567,114.940239
14329.5,-42.72022197,116.3280213
14330,-42.20460105,117.3306773
14330.5,-41.67439875,118.9243028
14331,-41.19873215,118.9243028
14331.5,-40.76372039,118.9243028
14332,-40.32594476,114.9313856
14332.5,-39.86884983,111.2549801
14333,-39.40406925,107.5785746
14333.5,-38.93801589,104.3160691
14334,-38.46387665,104.5816733
14334.5,-37.99046416,105.2533201
14335,-37.54621586,106.1055777
14335.5,-37.13595011,106.9578353
14336,-36.70275212,107.810093
14336.5,-36.17861706,109.0969456
14337,-35.60049655,109.0969456
14337.5,-35.15822066,108.5740372
14338,-35.0890089,108.2231076
14338.5,-35.50519735,107.872178
14339,-36.32972227,107.5212483
14339.5,-37.38941168,107.2377158
14340,-38.5253877,110.3452855
14340.5,-39.59426295,112.9521912
14341,-40.4063244,115.559097
14341.5,-40.75230059,117.5962815
14342,-40.55066852,117.5962815
14342.5,-39.95422426,115.4448871
14343,-39.257765,113.0385126
14343.5,-38.66386648,110.6321381
14344,-38.14919605,108.0345286
14344.5,-37.57187285,108.0345286
14345,-36.90111678,108.0345286
14345.5,-36.31860714,108.0345286
14346,-36.08410794,111.7317397
14346.5,-36.31044333,115.7370518
14347,-36.87501129,115.7370518
14347.5,-37.55038606,115.0863214
14348,-38.19674589,114.685259
14348.5,-38.81772338,114.2841966
14349,-39.44662607,113.8831341
14349.5,-40.01789038,113.6122178
14350,-40.38055316,115.3386454
14350.5,-40.43753341,116.6420983
14351,-40.24130713,117.9455511
14351.5,-39.94762134,119.249004
14352,-39.6864699,120.5179283
14352.5,-39.4847077,120.7835325
14353,-39.30013236,120.5179283
14353.5,-39.09519274,120.5179283
14354,-38.87000785,116.9822045
14354.5,-38.64223226,114.4154051
14355,-38.41807426,111.8486056
14355.5,-38.19679455,109.2818061
14356,-37.98410307,106.7150066
14356.5,-37.78474276,103.5192563
14357,-37.58325436,104.4276228
14357.5,-37.34890785,105.6308101
14358,-37.08283603,106.7065073
14358.5,-36.86004497,106.1520584
14359,-36.8111447,105.3784861
14359.5,-37.03423959,105.3784861
14360,-37.51087753,110.4249668
14360.5,-38.10828423,110.5385126
14361,-38.67916589,110.6905711
14361.5,-39.17332649,110.9561753
14362,-39.65407151,111.2217796
14362.5,-40.19960517,112.2675963
14363,-40.78476097,113.6122178
14363.5,-41.26200391,113.6122178
14364,-41.4680539,113.9150066
14364.5,-41.35428682,114.1434263
14365,-41.02030889,114.940239
14365.5,-40.62598329,114.940239
14366,-40.27359431,116.234263
14366.5,-39.96795506,117.076494
14367,-39.668938,117.9187251
14367.5,-39.35640997,118.7609562
14368,-39.03877773,119.6031873
14368.5,-38.71641631,120.5179283
14369,-38.37346376,120.5179283
14369.5,-38.01473781,120.5179283
14370,-37.69867899,119.561753
14370.5,-37.51213162,118.9601594
14371,-37.50158333,118.3585657
14371.5,-37.63277844,117.7569721
14372,-37.81942298,117.1553785
14372.5,-37.98959631,116.5537849
14373,-38.12796179,115.7370518
14373.5,-38.25859703,115.7370518
14374,-38.40239565,116.6153165
14374.5,-38.5556541,117.1500664
14375,-38.70409362,117.8618858
14375.5,-38.84552992,117.1912351
14376,-38.9921373,116.188579
14376.5,-39.15290701,115.185923
14377,-39.31827387,113.8778221
14377.5,-39.4615434,113.6122178
14378,-39.55117313,113.6122178
14378.5,-39.56480192,113.2823373
14379,-39.49601214,113.0416999
14379.5,-39.35349594,112.8010624
14380,-39.15695687,112.560425
14380.5,-38.92912438,112.3197875
14381,-38.69010021,112.0185923
14381.5,-38.45657321,111.7529881
14382,-38.23982643,111.7529881
14382.5,-38.03704786,111.2217796
14383,-37.82591221,109.3846835
14383.5,-37.58113128,107.7135901
14384,-37.31213574,106.0424967
14384.5,-37.08280365,104.5816733
14385,-36.98262243,106.3877822
14385.5,-37.06263139,107.9920319
14386,-37.29570133,109.5962815
14386.5,-37.60166837,111.2005312
14387,-37.90670738,113.0810093
14387.5,-38.17948779,113.4130146
14388,-38.42493717,113.814077
14388.5,-38.66417562,114.2151394
14389,-38.92447077,114.6162019
14389.5,-39.22548356,115.2265068
14390,-39.54832591,115.1895357
14390.5,-39.81425366,114.6879188
14391,-39.91733803,114.299957
14391.5,-39.80182274,113.9866252
14392,-39.50944621,113.6025693
14392.5,-39.14581218,113.3542606
14393,-38.79564047,113.929653
14393.5,-38.47457708,114.3690569
14394,-38.15800159,114.8997226
14394.5,-37.83939599,115.1476666
14395,-37.53554381,114.0804943
14395.5,-37.24118341,112.9694541
14396,-36.909684,112.1905189
14396.5,-36.51263784,111.0600226
14397,-36.1202245,110.1593626
14397.5,-35.89212067,111.0244546
14398,-35.96106506,111.9253436
14398.5,-36.31595366,112.8262325
14399,-36.80904292,113.7271215
14399.5,-37.28284734,114.6280104
14400,-37.68751494,115.5288994
14400.5,-38.07368687,116.4297883
14401,-38.49205698,117.3306773
14401.5,-38.91905226,117.5962815
14402,-39.27726212,117.5962815
14402.5,-39.50479255,117.5962815
14403,-39.59046135,117.5962815
14403.5,-39.55502467,117.5962815
14404,-39.42299309,117.4634794
14404.5,-39.21986602,117.3306773
14405,-38.97940783,114.2659479
14405.5,-38.73632914,111.4127071
14406,-38.51160687,107.6516506
14406.5,-38.30465053,107.3964052
14407,-38.10257832,109.6795146
14407.5,-37.89268032,111.2068963
14408,-37.66701032,113.8594373
14408.5,-37.4294935,113.9099165
14409,-37.20477852,111.8795691
14409.5,-37.01665956,110.4183624
14410,-36.8488218,108.9879764
14410.5,-36.63611366,107.3704128
14411,-36.33267596,106.1175094
14411.5,-36.00834728,104.3344116
14412,-35.85202048,103.2037085
14412.5,-36.03620055,101.5461962
14413,-36.56624071,100.0664011
14413.5,-37.27796708,106.8393094
14414,-37.9974321,113.6122178
14414.5,-38.68843626,120.3851262
14415,-39.4167779,127.1580345
14415.5,-40.18337741,121.0823373
14416,-40.83699018,110.9561753
14416.5,-41.17163931,110.9561753
14417,-41.09062346,116.5338645
14417.5,-40.65418613,116.0856574
14418,-39.99383588,115.6374502
14418.5,-39.23754689,115.189243
14419,-38.5339284,114.7410359
14419.5,-38.08611216,114.1434263
14420,-38.06978637,114.1434263
14420.5,-38.47400133,115.0287738
14421,-39.04730895,115.5599823
14421.5,-39.44831723,116.2682603
14422,-39.48388613,116.2682603
14422.5,-39.21127211,114.6082337
14423,-38.83007117,113.6122178
14423.5,-38.49746439,114.4090305
14424,-38.24337702,115.2058433
14424.5,-38.01857297,116.002656
14425,-37.78040407,116.7994688
14425.5,-37.51606646,117.8618858
14426,-37.22551938,117.8618858
14426.5,-36.91737687,117.8618858
14427,-36.62943966,117.7290837
14427.5,-36.42734692,117.5962815
14428,-36.36280786,117.5962815
14428.5,-36.42653345,115.7370518
14429,-36.55375798,114.6215139
14429.5,-36.67808504,113.5059761
14430,-36.77238179,112.3904383
14430.5,-36.84624139,111.2749004
14431,-36.9173006,110.1593626
14431.5,-36.99693643,111.4541833
14432,-37.0946231,113.6122178
14432.5,-37.21274655,113.6122178
14433,-37.32720951,111.3988491
14433.5,-37.38335739,109.7388225
14434,-37.33040229,106.9721116
14434.5,-37.16867881,106.9721116
14435,-36.95734066,107.8220452
14435.5,-36.76249557,108.4594954
14436,-36.60340417,109.160209
14436.5,-36.44448954,109.689729
14437,-36.24961632,110.3936258
14437.5,-36.03607054,111.2176405
14438,-35.87245396,111.2081789
14438.5,-35.82727378,111.249091
14439,-35.91786122,111.1843415
14439.5,-36.09770582,111.2664751
14440,-36.28493384,111.1730696
14440.5,-36.4142265,109.2777689
14441,-36.48600664,107.9854405
14441.5,-36.57803429,106.8843782
14442,-36.79529866,104.799863
14442.5,-37.18511131,104.8919388
14443,-37.6877294,106.6561511
14443.5,-38.17434856,108.1009296
14444,-38.54726137,109.4953519
14444.5,-38.80802561,110.8897742
14445,-39.03474858,112.2841966
14445.5,-39.29875306,111.9521912
14446,-39.6048249,111.6201859
14446.5,-39.90684669,111.2881806
14447,-40.17070172,110.9561753
14447.5,-40.41694696,110.8565737
14448,-40.69901905,110.6905711
14448.5,-41.03641221,110.6905711
14449,-41.36662795,111.6644533
14449.5,-41.57079406,112.394865
14450,-41.56080516,113.6122178
14450.5,-41.3509234,113.6122178
14451,-41.04636796,113.3997344
14451.5,-40.75261951,113.2591415
14452,-40.50558543,113.0864483
14452.5,-40.27983971,112.8983808
14453,-40.05083943,112.7986464
14453.5,-39.82390342,112.5095453
14454,-39.60358981,112.5846951
14454.5,-39.36030638,113.9215389
14455,-39.06337186,114.7865191
14455.5,-38.74988175,115.6302832
14456,-38.54002966,116.4296393
14456.5,-38.55828762,117.3257762
14457,-38.82601115,118.0959367
14457.5,-39.23402776,116.1628549
14458,-39.62988057,114.1306639
14458.5,-39.94702762,112.1474612
14459,-40.24472484,110.1794522
14459.5,-40.61523395,110.7847013
14460,-41.04651559,111.5379915
14460.5,-41.38037747,112.0895202
14461,-41.42204089,112.8823114
14461.5,-41.10209766,113.2776181
14462,-40.52929021,115.5405631
14462.5,-39.88111645,117.5340114
14463,-39.2538326,116.6448158
14463.5,-38.6306494,115.7833016
14464,-37.99118418,115.1087494
14464.5,-37.4218052,114.2927392
14465,-37.08633405,113.5692122
14465.5,-37.08766219,112.5471308
14466,-37.37179385,112.5465485
14466.5,-37.76864489,113.215613
14467,-38.12140044,113.6122178
14467.5,-38.38355845,114.0106242
14468,-38.61562522,114.6746348
14468.5,-38.90713718,114.6746348
14469,-39.28666391,113.7892873
14469.5,-39.68010633,113.1252767
14470,-39.94817928,112.0185923
14470.5,-39.97755534,112.0185923
14471,-39.76483065,112.4435591
14471.5,-39.41988962,112.7622842
14472,-39.07908102,113.0810093
14472.5,-38.80311645,113.3997344
14473,-38.55356014,113.7184595
14473.5,-38.2654472,114.1434263
14474,-37.93625637,114.1434263
14474.5,-37.6476993,113.4238304
14475,-37.50256909,112.9697716
14475.5,-37.54172797,112.5349885
14476,-37.71842628,112.1046123
14476.5,-37.94140165,111.6479018
14477,-38.1427517,111.2349088
14477.5,-38.31182276,111.6838198
14478,-38.47649037,112.1938138
14478.5,-38.65931148,112.6383594
14479,-38.85431183,113.1534895
14479.5,-39.03931465,113.5890458
14480,-39.2059204,114.4367391
14480.5,-39.3749755,114.376622
14481,-39.57695726,113.5600323
14481.5,-39.81045134,112.8213715
14482,-40.01660396,111.7883874
14482.5,-40.10129661,111.7222293
14483,-39.99361672,112.3054541
14483.5,-39.69634543,112.6729024
14484,-39.28445686,113.0800324
14484.5,-38.85144365,113.4943127
14485,-38.44995956,113.8571932
14485.5,-38.07100341,114.3082473
14486,-37.67490352,114.9067366
14486.5,-37.24977371,114.9806301
14487,-36.8340034,114.8983651
14487.5,-36.46954534,115.2533952
14488,-36.13077414,115.1550579
14488.5,-35.72413759,114.4612706
14489,-35.19921189,113.8799033
14489.5,-34.6657681,113.4961428
14490,-34.36563443,112.9747676
14490.5,-34.49452035,112.49668
14491,-35.05753507,112.0185923
14491.5,-35.90183602,110.0265604
14492,-36.86394599,108.0345286
14492.5,-37.8359073,106.0424967
14493,-38.69476687,104.0504648
14493.5,-39.24775718,105.8831341
14494,-39.33070347,107.7158035
14494.5,-38.96740716,109.5484728
14495,-38.37854604,111.3811421
14495.5,-37.79904982,113.2138114
14496,-37.30494076,116.2682603
14496.5,-36.83851164,116.2682603
14497,-36.3718287,115.2043335
14497.5,-35.9914455,114.4063883
14498,-35.81117717,113.6084432
14498.5,-35.84469423,112.8104981
14499,-35.99040401,112.012553
14499.5,-36.12991475,111.2146079
14500,-36.21545682,110.4166627
14500.5,-36.26206538,109.6187176
14501,-36.29374437,108.8313413
14501.5,-36.31837834,109.0925821
14502,-36.33681562,109.3504079
14502.5,-36.35008644,109.6082337
14503,-36.35132721,109.8660596
14503.5,-36.32572915,110.1238854
14504,-36.287703,110.3817113
14504.5,-36.30197768,110.6395371
14505,-36.45552417,110.8973629
14505.5,-36.79347277,111.2217796
14506,-37.28214086,111.2217796
14506.5,-37.83352284,111.2217796
14507,-38.36565496,111.2217796
14507.5,-38.84707291,110.4183267
14508,-39.30164669,109.6830456
14508.5,-39.78182033,108.9477645
14509,-40.33009642,108.3001328
14509.5,-40.93078914,109.4597167
14510,-41.48678063,110.4957946
14510.5,-41.86036364,111.5318725
14511,-41.96273391,112.5679504
14511.5,-41.81140952,113.6040283
14512,-41.48924473,114.6401062
14512.5,-41.05680574,115.6761842
14513,-40.53466933,116.5338645
14513.5,-39.99314565,116.3482657
14514,-39.62335946,116.3537134
14514.5,-39.65234522,116.1749474
14515,-40.14153603,114.330243
14515.5,-40.87205763,112.8020821
14516,-41.45984761,111.0394457
14516.5,-41.61312207,110.8860451
14517,-41.30551806,112.5674448
14517.5,-40.74205494,113.4666694
14518,-40.19049267,114.5559421
14518.5,-39.83188008,115.4804989
14519,-39.71975145,116.5600775
14519.5,-39.81861456,117.5573171
14520,-40.07184689,117.0769576
14520.5,-40.43475346,116.4050618
14521,-40.86132998,115.854898
14521.5,-41.26759067,115.2309211
14522,-41.52513972,114.6146256
14522.5,-41.52141656,114.0678604
14523,-41.23821757,113.3740428
14523.5,-40.77322897,112.8836891
14524,-40.27752393,113.0051495
14524.5,-39.85722327,113.160303
14525,-39.51992744,113.9437993
14525.5,-39.18872844,114.6645655
14526,-38.77515817,115.0872608
14526.5,-38.26847914,115.796457
14527,-37.78167435,116.2271088
14527.5,-37.5014839,116.9355459
14528,-37.55726132,117.525463
14528.5,-37.916529,116.965078
14529,-38.41073336,115.8831341
14529.5,-38.87722588,114.8804781
14530,-39.273749,113.8778221
14530.5,-39.66158362,112.2841966
14531,-40.08853478,112.2841966
14531.5,-40.46349912,113.062085
14532,-40.52753602,113.6135458
14532.5,-40.00732852,114.1650066
14533,-38.92098121,114.7164675
14533.5,-37.78252621,115.2058433
14534,-37.39882047,111.8592298
14534.5,-38.27003737,108.8512616
14535,-40.08471071,105.8432935
14535.5,-41.8563167,102.8353254
14536,-42.66835113,99.82735724
14536.5,-42.34787002,94.96729372
14537,-41.44281479,95.6535148
14537.5,-40.60709115,102.1346138
14538,-40.06814937,107.8707033
14538.5,-39.65332412,114.2601765
14539,-39.18158239,115.04095
14539.5,-38.70341525,114.6617536
14540,-38.38351105,115.0051725
14540.5,-38.27648143,114.5992407
14541,-38.28489492,114.6577553
14541.5,-38.28510654,112.1397012
14542,-38.23134336,110.1898197
14542.5,-38.14420832,108.8145145
14543,-38.05351543,106.7401823
14543.5,-37.97795997,105.8300473
14544,-37.94354279,107.7186709
14544.5,-37.983152,110.4249668
14545,-38.10570529,110.4249668
14545.5,-38.28032397,107.064409
14546,-38.46233438,104.9588313
14546.5,-38.63011508,102.8532537
14547,-38.79019931,100.747676
14547.5,-38.95044054,99.26958831
14548,-39.1033964,100.3320053
14548.5,-39.24401977,103.5205843
14549,-39.39397654,106.7959274
14549.5,-39.58430176,110.0712705
14550,-39.79892273,113.3466136
14550.5,-39.94567919,112.4108012
14551,-39.90579518,111.4749889
14551.5,-39.62836182,110.5391766
14552,-39.17549715,109.6281541
14552.5,-38.66925249,110.5544489
14553,-38.18889947,111.4568393
14553.5,-37.72651056,112.3592298
14554,-37.24494792,113.2616202
14554.5,-36.76921428,114.4090305
14555,-36.40916271,113.6201859
14555.5,-36.28176918,112.5373174
14556,-36.40692822,111.4544489
14556.5,-36.68287009,110.3715804
14557,-36.96984045,109.2887118
14557.5,-37.20352735,108.2058433
14558,-37.42821743,107.2377158
14558.5,-37.71501741,108.124834
14559,-38.05230165,108.9269588
14559.5,-38.32307848,109.7290837
14560,-38.39989822,110.4097813
14560.5,-38.26346953,104.1865951
14561,-38.02251635,95.81205331
14561.5,-37.81080227,95.7947513
14562,-37.66658877,99.95143134
14562.5,-37.52005711,102.6310557
14563,-37.30294292,105.5263766
14563.5,-37.0588719,108.1335723
14564,-36.92971933,111.0888599
14564.5,-37.03681895,114.0416735
14565,-37.38594074,114.1991161
14565.5,-37.8911201,113.9621933
14566,-38.46200754,114.0742025
14566.5,-39.03830281,113.8950228
14567,-39.54923344,113.9161939
14567.5,-39.88662302,113.8778221
14568,-39.95761988,113.8778221
14568.5,-39.77168851,113.8778221
14569,-39.44591707,114.1658129
14569.5,-39.11369036,114.4809334
14570,-38.83994138,114.7960539
14570.5,-38.61829594,115.1111744
14571,-38.4183711,115.4262948
14571.5,-38.20538932,115.7414153
14572,-37.93645216,116.0565358
14572.5,-37.59266461,116.3716562
14573,-37.23583468,116.7994688
14573.5,-37.00942473,116.7994688
14574,-37.04350334,116.7994688
14574.5,-37.35457797,114.0686144
14575,-37.84097023,111.9964586
14575.5,-38.36754762,108.5657371
14576,-38.83487505,108.5657371
14576.5,-39.17807082,109.6440903
14577,-39.34276828,110.4462151
14577.5,-39.30339156,111.7529881
14578,-39.10125482,111.7529881
14578.5,-38.82899076,109.187251
14579,-38.56482447,107.3156264
14579.5,-38.30825092,104.3160691
14580,-38.02317501,104.3160691
14580.5,-37.73399598,110.060425
14581,-37.56489826,115.2058433
14581.5,-37.64877614,114.7856574
14582,-37.97881584,114.22417
14582.5,-38.34831687,113.6626826
14583,-38.54732371,113.1011952
14583.5,-38.62882594,112.5397078
14584,-38.91027989,111.9782205
14584.5,-39.57354003,111.4873838
14585,-40.24338786,111.2217796
14585.5,-40.08906365,111.2217796
14586,-38.48616388,111.2217796
14586.5,-35.63366925,111.2217796
14587,-32.54260136,111.2217796
14587.5,-30.43464752,111.8027888
14588,-30.10178544,112.5046481
14588.5,-31.63051477,113.2065073
14589,-34.46065425,113.9083665
14589.5,-37.61147438,114.940239
14590,-40.04146684,114.940239
14590.5,-41.12121971,113.4830677
14591,-40.94051551,112.475957
14591.5,-40.14048083,111.6230225
14592,-39.36822822,110.5982966
14592.5,-38.85665639,109.8938003
14593,-38.48885179,112.6401078
14593.5,-38.15325048,115.6785871
14594,-37.92942936,115.8250457
14594.5,-37.95113508,116.5020297
14595,-38.22070396,117.287027
14595.5,-38.59247124,117.5811382
14596,-38.92316545,118.4002091
14596.5,-39.18423621,118.527985
14597,-39.43580909,117.1102389
14597.5,-39.72504973,115.5652461
14598,-40.04008841,114.4793684
14598.5,-40.31872147,113.0737052
14599,-40.51163264,111.7529881
14599.5,-40.61012725,112.1883134
14600,-40.63585555,112.6294821
14600.5,-40.60602952,113.0706507
14601,-40.51573744,113.5118194
14601.5,-40.35337052,113.9529881
14602,-40.12849274,114.6746348
14602.5,-39.87278318,114.6746348
14603,-39.61631198,116.0424967
14603.5,-39.36767245,117.3306773
14604,-39.12439726,116.9003984
14604.5,-38.89128648,116.2988048
14605,-38.67145941,115.6972112
14605.5,-38.44486212,114.940239
14606,-38.17772807,115.1385569
14606.5,-37.87549993,115.4059318
14607,-37.62244733,115.6733068
14607.5,-37.542731,116.002656
14608,-37.70285041,115.4249668
14608.5,-38.05339376,114.6729748
14609,-38.47902173,113.9209827
14609.5,-38.90271899,113.1689907
14610,-39.32681783,112.0185923
14610.5,-39.76644833,112.0185923
14611,-40.16689142,113.2715804
14611.5,-40.41069559,114.123838
14612,-40.4140574,114.9760956
14612.5,-40.20275408,115.8283533
14613,-39.89068456,116.5338645
14613.5,-39.58960213,116.7994688
14614,-39.34369313,116.8249177
14614.5,-39.13263751,116.7684675
14615,-38.91033262,115.9619148
14615.5,-38.64513859,115.3155016
14616,-38.34826649,114.8194705
14616.5,-38.0824342,114.1661314
14617,-37.9510312,113.6769687
14617.5,-38.0692982,113.0164959
14618,-38.52525834,112.5333131
14618.5,-39.32856514,111.8729768
14619,-40.35536948,111.5210419
14619.5,-41.33591591,112.4177958
14620,-41.94469724,113.2101127
14620.5,-41.97858517,113.9805302
14621,-41.49069852,114.6962818
14621.5,-40.75117217,115.5425414
14622,-40.04638319,116.4673141
14622.5,-39.48674256,116.6153684
14623,-38.98953746,117.3073407
14623.5,-38.42892668,118.0608055
14624,-37.79706337,118.506035
14624.5,-37.2305702,118.8583684
14625,-36.90254374,118.4084978
14625.5,-36.89525171,118.5203513
14626,-37.15472894,117.5344301
14626.5,-37.54112317,117.696771
14627,-37.92496428,116.9848251
14627.5,-38.25688265,111.8133708
14628,-38.56852472,107.0449436
14628.5,-38.91166852,100.4044408
14629,-39.29518854,100.3825912
14629.5,-39.66726241,106.2532094
14630,-39.9500306,110.5312085
14630.5,-40.09403558,117.3306773
14631,-40.10449597,117.3306773
14631.5,-40.02631016,117.5962815
14632,-39.90860065,116.7250996
14632.5,-39.77949868,115.9229748
14633,-39.64702319,115.1208499
14633.5,-39.51230984,114.3187251
14634,-39.37779478,113.3466136
14634.5,-39.24455277,113.4519699
14635,-39.10985813,113.5856574
14635.5,-38.97123719,113.7193448
14636,-38.83316919,113.8530323
14636.5,-38.70398388,113.9867198
14637,-38.58215757,114.1204073
14637.5,-38.45193116,114.2540947
14638,-38.29946703,114.4090305
14638.5,-38.13815222,115.3366534
14639,-38.02029365,116.439575
14639.5,-38.00831534,117.3306773
14640,-38.12792705,117.3306773
14640.5,-38.34376838,116.4608234
14641,-38.58244152,115.4581673
14641.5,-38.78407144,114.4555113
14642,-38.93102285,113.4528553
14642.5,-39.02486677,112.4501992
14643,-39.04219002,111.4475432
14643.5,-38.93108435,110.6905711
14644,-38.67204484,112.812749
14644.5,-38.34219024,115.2058433
14645,-38.10102443,115.2058433
14645.5,-38.09263609,115.2058433
14646,-38.34704754,113.9309429
14646.5,-38.77550902,112.9282869
14647,-39.25351221,111.9256308
14647.5,-39.6995653,111.2217796
14648,-40.08924269,111.2217796
14648.5,-40.43466765,112.0807437
14649,-40.78137209,112.963081
14649.5,-41.19750502,113.8454183
14650,-41.71483415,114.7277556
14650.5,-42.24433574,115.610093
14651,-42.57721794,117.065073
14651.5,-42.51380689,117.065073
14652,-42.01912929,116.3065073
14652.5,-41.2569187,115.7450199
14653,-40.46640078,115.1835325
14653.5,-39.79625134,114.6220452
14654,-39.23250532,114.0605578
14654.5,-38.65581149,113.3466136
14655,-37.96415677,113.7264276
14655.5,-37.17647251,114.2478088
14656,-36.46010806,114.7691899
14656.5,-36.05070515,115.2905711
14657,-36.09934633,115.8119522
14657.5,-36.53918982,116.3333333
14658,-37.10741346,116.7994688
14658.5,-37.55598317,116.2893758
14659,-37.88212108,115.8281541
14659.5,-38.31439002,115.3669323
14660,-39.00486388,114.9057105
14660.5,-39.73102661,114.4444887
14661,-39.97461117,113.9832669
14661.5,-39.37930751,113.5220452
14662,-38.15902418,113.0608234
14662.5,-37.02402448,112.5996016
14663,-36.66359788,112.1383798
14663.5,-37.24840869,111.677158
14664,-38.36906039,111.2159363
14664.5,-39.39753429,110.6905711
14665,-39.91089582,113.8778221
14665.5,-39.8458841,113.8778221
14666,-39.37884028,113.4926959
14666.5,-38.72230476,113.2420319
14667,-38.02149088,112.9913679
14667.5,-37.37292392,112.7407039
14668,-36.87412704,112.5498008
14668.5,-36.62342158,113.9156707
14669,-36.67079215,115.4714475
14669.5,-36.98036851,115.4714475
14670,-37.44916506,113.4316069
14670.5,-37.96593842,112.1482072
14671,-38.42971753,110.8648074
14671.5,-38.73235451,109.5814077
14672,-38.76293704,108.298008
14672.5,-38.46897113,106.9721116
14673,-37.92042758,108.1354582
14673.5,-37.29420053,109.3386454
14674,-36.76306193,110.5418327
14674.5,-36.36485355,111.7529881
14675,-35.96599611,110.059761
14675.5,-35.39612697,108.3552457
14676,-34.66957129,106.6507304
14676.5,-34.08243583,104.9462151
14677,-34.03201472,103.2416999
14677.5,-34.66050689,101.5371846
14678,-35.65432666,99.83266932
14678.5,-36.41594207,98.20717131
14679,-36.4895533,97.94156707
14679.5,-35.86927896,98.42408145
14680,-34.94639282,99.09251881
14680.5,-34.19386782,99.76095618
14681,-33.87944438,100.5976096
14681.5,-33.98834959,103.5489155
14682,-34.34112625,107.4926959
14682.5,-34.76134833,111.4364763
14683,-35.17700012,116.2682603
14683.5,-35.60544067,114.559097
14684,-36.05677469,112.1346314
14684.5,-36.45339084,110.3451457
14685,-36.65766073,107.7973488
14685.5,-36.58193573,105.8274768
14686,-36.25674097,103.5052576
14686.5,-35.79392314,101.6215741
14687,-35.30128465,104.9926233
14687.5,-34.85269819,108.9584682
14688,-34.52377772,109.2683324
14688.5,-34.41207154,108.9282204
14689,-34.58737225,106.4566096
14689.5,-35.01698452,103.8159651
14690,-35.54902512,101.6104325
14690.5,-35.98737558,99.19417091
14691,-36.2008292,96.72392945
14691.5,-36.18050357,94.43492696
14692,-36.00971665,92.06197432
14692.5,-35.78337538,90.23904382
14693,-35.54834968,94.60292165
14693.5,-35.31070742,98.14563966
14694,-35.09436206,101.6883577
14694.5,-34.97933649,104.3160691
14695,-35.06185793,104.5816733
14695.5,-35.36375355,101.8041169
14696,-35.77681637,98.82957061
14696.5,-36.1073742,95.85502435
14697,-36.19505686,92.88047809
14697.5,-36.00251543,89.90593183
14698,-35.61257481,86.93138557
14698.5,-35.15106033,83.95683931
14699,-34.71033514,80.94289509
14699.5,-34.31956096,80.94289509
14700,-33.95979253,80.94289509
14700.5,-33.59922713,82.51704587
14701,-33.23163957,83.46404495
14701.5,-32.90638409,84.41104403
14702,-32.7212694,85.98937583
14702.5,-32.76755983,85.98937583
14703,-33.06157267,85.05976096
14703.5,-33.51817523,84.3625498
14704,-34.00257214,83.66533865
14704.5,-34.41918232,82.96812749
14705,-34.7689112,82.27091633
14705.5,-35.12515838,82.7689243
14706,-35.55327465,83.59893758
14706.5,-36.0360223,83.59893758
14707,-36.45888016,82.40324649
14707.5,-36.65676099,81.14561497
14708,-36.49596097,79.73173962
14708.5,-35.95272745,79.52346177
14709,-35.15839477,80.20149976
14709.5,-34.37151936,82.65379144
