Depth (ft),SP,DT (edited)
11742.5,-52.74017548,117.4189156
11743,-52.75691697,119.1852905
11743.5,-52.68973125,121.8865595
11744,-52.53198352,123.65339
11744.5,-52.30051343,126.019571
11745,-52.01585594,128.1278903
11745.5,-51.70939573,130.1881137
11746,-51.44149313,132.5388541
11746.5,-51.2901778,134.063745
11747,-51.30416833,130.6183267
11747.5,-51.47179603,127.8326693
11748,-51.743669,125.047012
11748.5,-52.07407461,122.2613546
11749,-52.40961966,119.4756972
11749.5,-52.63740862,115.7370518
11750,-52.5919346,115.7370518
11750.5,-52.17032812,122.5418327
11751,-51.46073715,126.6463037
11751.5,-50.73975836,131.938911
11752,-50.30949971,131.4130146
11752.5,-50.31031698,130.6728641
11753,-50.65582131,129.9327136
11753.5,-51.117241,129.0172643
11754,-51.46544775,131.0199203
11754.5,-51.57123989,133.6440903
11755,-51.42694814,136.2682603
11755.5,-51.10024555,139.37583
11756,-50.67158508,137.3448429
11756.5,-50.20246159,134.8552457
11757,-49.75104375,132.3656485
11757.5,-49.39714647,129.5484728
11758,-49.22472744,131.4767596
11758.5,-49.25984484,133.6972112
11759,-49.44203143,135.3917663
11759.5,-49.67208665,132.978309
11760,-49.89398021,131.0270031
11760.5,-50.11569823,129.0756972
11761,-50.34256645,127.689243
11761.5,-50.51024958,132.1142098
11762,-50.494624,136.6990471
11762.5,-50.20160939,136.7388182
11763,-49.65332461,136.4766185
11763.5,-49.00261148,136.3805707
11764,-48.46216795,136.2117288
11764.5,-48.19412159,136.0996674
11765,-48.22685925,135.9641779
11765.5,-48.45911577,135.8045808
11766,-48.75220948,135.6899527
11766.5,-49.03558589,136.3074776
11767,-49.32531041,137.3057155
11767.5,-49.63916878,138.1188058
11768,-49.90275886,139.1228422
11768.5,-49.96324368,140.3968285
11769,-49.71224175,140.4811305
11769.5,-49.19948635,139.7338698
11770,-48.60905808,139.3658083
11770.5,-48.09830767,138.8464475
11771,-47.65810829,138.4750218
11771.5,-47.14697679,137.9638678
11772,-46.4910956,137.5407141
11772.5,-45.84332726,138.3580323
11773,-45.50633468,139.3012129
11773.5,-45.66037811,140.2445456
11774,-46.16791993,141.1293162
11774.5,-46.66062654,142.1290084
11775,-46.8291169,143.5782932
11775.5,-46.63148224,143.6791292
11776,-46.2490287,142.4955598
11776.5,-45.88448366,141.5428102
11777,-45.62611081,141.6675292
11777.5,-45.46865775,141.9610447
11778,-45.39200265,142.2301904
11778.5,-45.39051474,142.563081
11779,-45.45154332,142.1009296
11779.5,-45.54325317,141.4953519
11780,-45.62904271,140.8897742
11780.5,-45.68506102,140.1726428
11781,-45.7071146,139.9530766
11781.5,-45.72285274,139.6839309
11782,-45.79992564,139.4147853
11782.5,-46.02011388,139.1102258
11783,-46.42807783,137.6201859
11783.5,-46.99336633,135.9043825
11784,-47.61987025,134.5949535
11784.5,-48.20445514,126.272687
11785,-48.70774643,119.544046
11785.5,-49.18603787,112.8154051
11786,-49.74556127,108.0345286
11786.5,-50.42624395,112.8065516
11787,-51.1098887,116.5073041
11787.5,-51.55554705,122.6427623
11788,-51.56512427,122.6427623
11788.5,-51.14408837,123.997344
11789,-50.50096514,125.0066401
11789.5,-49.87747406,126.0159363
11790,-49.36998734,127.0252324
11790.5,-48.90836638,127.9548473
11791,-48.39230959,127.2288623
11791.5,-47.82886576,126.5559982
11792,-47.33976713,125.8831341
11792.5,-47.05074213,125.2988048
11793,-46.98856723,125.7332914
11793.5,-47.07672565,125.9986577
11794,-47.2094242,126.5817495
11794.5,-47.32063324,126.5903548
11795,-47.39565502,127.4424717
11795.5,-47.44054041,127.3630258
11796,-47.45513622,128.0455118
11796.5,-47.4367377,132.6489888
11797,-47.3942188,133.1881795
11797.5,-47.34587902,132.4716032
11798,-47.30571267,132.8371706
11798.5,-47.27456286,132.3837799
11799,-47.24526264,132.4651331
11799.5,-47.21169099,132.2767739
11800,-47.17179491,132.1450539
11800.5,-47.12852561,132.095228
11801,-47.08981687,131.938911
11801.5,-47.0624782,130.0796813
11802,-47.04012603,128.2204515
11802.5,-46.99852522,126.3612218
11803,-46.90905988,124.501992
11803.5,-46.76235689,125.0498008
11804,-46.5745029,125.5976096
11804.5,-46.37087005,126.1454183
11805,-46.1633012,126.6932271
11805.5,-45.95203403,127.4236388
11806,-45.74499302,125.6972112
11806.5,-45.56274825,123.9707835
11807,-45.42428624,125.0332005
11807.5,-45.33477501,125.8300133
11808,-45.2948681,127.1580345
11808.5,-45.328192,127.1580345
11809,-45.49775627,124.0239044
11809.5,-45.88695267,121.6733068
11810,-46.54073804,119.3227092
11810.5,-47.39699274,116.9721116
11811,-48.2599429,114.6215139
11811.5,-48.86613237,111.4873838
11812,-49.03237177,111.4873838
11812.5,-48.78548118,116.2682603
11813,-48.3616509,119.1367862
11813.5,-48.05865445,122.0053121
11814,-48.05481279,124.873838
11814.5,-48.33351993,127.7423639
11815,-48.74624328,130.6108898
11815.5,-49.13152125,131.059097
11816,-49.38938144,131.5073041
11816.5,-49.49051921,131.9555113
11817,-49.45253541,132.4037185
11817.5,-49.31667231,133.001328
11818,-49.12781978,133.001328
11818.5,-48.92469484,131.0756972
11819,-48.74048494,129.9203187
11819.5,-48.61033762,128.7649402
11820,-48.56760068,127.6095618
11820.5,-48.62707452,126.4541833
11821,-48.76433643,125.2988048
11821.5,-48.91683678,126.1454183
11822,-49.0098075,126.9920319
11822.5,-48.98384709,127.8386454
11823,-48.81206948,128.685259
11823.5,-48.51034811,129.814077
11824,-48.14042029,130.7704356
11824.5,-47.79650369,131.6559477
11825,-47.56723623,131.9500049
11825.5,-47.49156498,131.2873966
11826,-47.54015012,130.679598
11826.5,-47.64208738,130.000927
11827,-47.73520924,129.4234676
11827.5,-47.79923832,128.7095687
11828,-47.84999618,127.7246438
11828.5,-47.90828507,127.6669765
11829,-47.97824034,128.4597848
11829.5,-48.05062976,129.1660832
11830,-48.11817987,129.5124339
11830.5,-48.18254072,130.5425637
11831,-48.24757567,130.5231368
11831.5,-48.31401989,131.5686866
11832,-48.3797335,130.9354768
11832.5,-48.44489847,132.1554986
11833,-48.51285121,139.1875012
11833.5,-48.58468037,137.9135129
11834,-48.65368018,135.0853634
11834.5,-48.71218012,133.4693253
11835,-48.76523819,131.0523113
11835.5,-48.83156846,137.3673396
11836,-48.92291313,143.7462187
11836.5,-49.01749489,149.6790759
11837,-49.06070762,156.3722354
11837.5,-49.00145681,146.5603404
11838,-48.83324822,131.7166144
11838.5,-48.60067046,131.1011846
11839,-48.36523768,132.4270503
11839.5,-48.16250929,132.4286892
11840,-47.98600073,133.4507657
11840.5,-47.80518406,133.610488
11841,-47.59765885,134.4556448
11841.5,-47.37081607,134.5048246
11842,-47.16037842,134.2624195
11842.5,-47.00834267,133.74806
11843,-46.93494752,132.6524609
11843.5,-46.92567309,131.6562601
11844,-46.94347276,130.8605584
11844.5,-46.95614189,129.8595768
11845,-46.95422026,129.0585127
11845.5,-46.94592134,129.7287118
11846,-46.94085887,130.5742524
11846.5,-46.94183911,131.2394299
11847,-46.94668634,132.1091485
11847.5,-46.95205743,132.8021248
11848,-46.9531254,134.063745
11848.5,-46.94569034,134.063745
11849,-46.93466723,131.7618415
11849.5,-46.93853086,130.0354139
11850,-46.98040407,127.1580345
11850.5,-47.0706347,127.1580345
11851,-47.19875615,126.8924303
11851.5,-47.34224945,126.8924303
11852,-47.48320293,126.8924303
11852.5,-47.61555249,128.5524568
11853,-47.7412725,129.5484728
11853.5,-47.86551007,130.876494
11854,-47.9955704,130.876494
11854.5,-48.13737949,129.4378043
11855,-48.28550083,128.5745905
11855.5,-48.41649662,127.4236388
11856,-48.50015746,127.4236388
11856.5,-48.51994058,127.4236388
11857,-48.48727911,128.9508632
11857.5,-48.430977,130.0962815
11858,-48.37812068,131.2416999
11858.5,-48.34087918,132.3871182
11859,-48.31548518,133.5325365
11859.5,-48.28725836,130.9428951
11860,-48.24027704,126.626826
11860.5,-48.17374902,126.626826
11861,-48.11602513,126.8924303
11861.5,-48.10226098,127.1580345
11862,-48.12066477,127.1580345
11862.5,-48.08113504,130.810093
11863,-47.86964477,133.001328
11863.5,-47.45586293,132.2709163
11864,-46.95548077,131.5405047
11864.5,-46.55950047,130.810093
11865,-46.38058441,130.0796813
11865.5,-46.37469738,130.3784861
11866,-46.4088722,130.876494
11866.5,-46.40469291,130.876494
11867,-46.41860873,130.6108898
11867.5,-46.6032666,130.4116866
11868,-47.10321893,130.0796813
11868.5,-47.95340571,130.0796813
11869,-49.00845575,128.397521
11869.5,-49.93470647,127.1359008
11870,-50.32711373,125.0332005
11870.5,-49.94280178,125.0332005
11871,-48.90172272,129.4156707
11871.5,-47.6556569,133.7981408
11872,-46.7061144,133.7981408
11872.5,-46.28959651,132.1381142
11873,-46.29319519,131.1420983
11873.5,-46.43341057,130.1460823
11874,-46.50095672,128.4860558
11874.5,-46.46040339,128.4860558
11875,-46.38548987,128.2204515
11875.5,-46.35439448,129.5750332
11876,-46.40318914,130.9296149
11876.5,-46.53491259,132.2841966
11877,-46.73977434,133.6387782
11877.5,-47.00143203,134.9933599
11878,-47.29338316,137.250996
11878.5,-47.5720624,137.3521371
11879,-47.78655738,132.9836835
11879.5,-47.89435139,128.65014
11880,-47.88070571,136.8367826
11880.5,-47.76361838,144.0181842
11881,-47.5746029,142.4182949
11881.5,-47.35350101,139.2486832
11882,-47.1575293,137.4843418
11882.5,-47.06215303,139.9192576
11883,-47.12818469,138.0155193
11883.5,-47.36581856,133.9758739
11884,-47.73839054,130.9267759
11884.5,-48.19754516,129.8860625
11885,-48.69622888,130.4139788
11885.5,-49.15827561,129.6573132
11886,-49.46066215,129.6812749
11886.5,-49.47843914,129.4820717
11887,-49.17562662,129.2828685
11887.5,-48.65466191,130.0796813
11888,-48.11304815,130.876494
11888.5,-47.74117489,131.6733068
11889,-47.63236236,132.4701195
11889.5,-47.75812437,132.4701195
11890,-48.0128372,132.4701195
11890.5,-48.29575052,128.9840638
11891,-48.57129383,126.8924303
11891.5,-48.85818147,128.0212483
11892,-49.15484711,129.1500664
11892.5,-49.38908665,130.2788845
11893,-49.45273786,131.4077025
11893.5,-49.29540004,132.2045153
11894,-48.97322096,132.2045153
11894.5,-48.59377095,140.1726428
11895,-48.22963951,144.9535193
11895.5,-47.89207801,143.1606906
11896,-47.57279603,140.1726428
11896.5,-47.28168776,140.1726428
11897,-47.03052117,150.2656043
11897.5,-46.80725909,160.3585657
11898,-46.60364522,160.3585657
11898.5,-46.47855612,153.4781369
11899,-46.55618736,149.3498796
11899.5,-46.92125156,145.2216223
11900,-47.50127775,141.093365
11900.5,-48.06886801,136.9651077
11901,-48.38569617,132.8368504
11901.5,-48.36136621,127.6719438
11902,-48.09016035,127.5393892
11902.5,-47.74855805,128.4679294
11903,-47.46371524,128.6037929
11903.5,-47.25223793,129.3965944
11904,-47.05108678,129.9900967
11904.5,-46.7925315,130.1330628
11905,-46.47020701,129.6773435
11905.5,-46.15770381,129.4427492
11906,-45.96762165,129.0154892
11906.5,-45.96959465,129.0072731
11907,-46.13748004,131.15013
11907.5,-46.37833892,133.0017536
11908,-46.61482409,131.9652812
11908.5,-46.83677865,130.6502118
11909,-47.06400554,129.2825634
11909.5,-47.26775023,127.689243
11910,-47.35024143,128.1142098
11910.5,-47.21283249,128.6489597
11911,-46.84593374,129.1837096
11911.5,-46.35001412,129.814077
11912,-45.86999152,129.1553785
11912.5,-45.50564612,128.3532537
11913,-45.27336278,127.5511288
11913.5,-45.13161247,126.626826
11914,-45.02560025,127.0517928
11914.5,-44.91325357,127.5531209
11915,-44.76955097,128.0544489
11915.5,-44.5912484,128.5557769
11916,-44.41393675,129.2828685
11916.5,-44.31687843,129.2828685
11917,-44.39189718,128.1289269
11917.5,-44.67939966,127.1304893
11918,-45.11416545,126.2160671
11918.5,-45.5392457,125.9702139
11919,-45.79427986,125.9568418
11919.5,-45.80960995,126.5871437
11920,-45.6289243,127.5249023
11920.5,-45.34791535,128.0054573
11921,-45.04029055,128.9126445
11921.5,-44.74343609,129.4580949
11922,-44.50628536,128.3897629
11922.5,-44.41201558,126.9252786
11923,-44.52495377,126.1655355
11923.5,-44.80737743,125.7643797
11924,-45.1084893,125.6287379
11924.5,-45.26105416,125.4934571
11925,-45.20152623,124.7343958
11925.5,-44.99653336,124.2363878
11926,-44.7564033,122.3187251
11926.5,-44.53793568,119.189907
11927,-44.32995821,119.189907
11927.5,-44.11710167,122.7290837
11928,-43.93474368,125.3359894
11928.5,-43.84872603,129.5484728
11929,-43.8898197,129.5484728
11929.5,-44.02316294,128.1606906
11930,-44.1840861,127.1580345
11930.5,-44.33391554,126.1553785
11931,-44.47496959,125.1527224
11931.5,-44.61368585,124.2363878
11932,-44.72734622,125.1075697
11932.5,-44.7731229,125.9096946
11933,-44.7271296,126.7118194
11933.5,-44.61115549,127.5139442
11934,-44.47868297,128.4860558
11934.5,-44.37319146,127.9171315
11935,-44.29647011,127.1952191
11935.5,-44.21247277,126.4733068
11936,-44.08861193,125.7513944
11936.5,-43.94222447,125.0294821
11937,-43.84684521,124.3075697
11937.5,-43.88514265,123.7051793
11938,-44.092692,124.7569721
11938.5,-44.44441027,126.0956175
11939,-44.88684581,126.0956175
11939.5,-45.36459536,126.4866249
11940,-45.81287693,126.7444508
11940.5,-46.14159607,127.0022766
11941,-46.26504725,127.2601025
11941.5,-46.16185009,127.5179283
11942,-45.89868682,127.7757541
11942.5,-45.58308475,128.03358
11943,-45.29151825,128.2914058
11943.5,-45.04267607,128.4860558
11944,-44.82141698,126.0956175
11944.5,-44.60249917,126.5263391
11945,-44.35179812,126.9942452
11945.5,-44.03450947,127.4621514
11946,-43.66157467,127.9548473
11946.5,-43.3278043,128.2204515
11947,-43.18111237,128.2204515
11947.5,-43.32373632,128.2204515
11948,-43.72942605,128.4519147
11948.5,-44.25846614,128.5223326
11949,-44.76433873,128.4561842
11949.5,-45.19993139,128.5012174
11950,-45.62754651,128.2241464
11950.5,-46.12250458,126.8556391
11951,-46.6628465,125.5963928
11951.5,-47.10693631,124.1344485
11952,-47.2864262,122.9999052
11952.5,-47.13094485,124.1385058
11953,-46.71808043,125.662679
11953.5,-46.21461053,126.7406705
11954,-45.7652094,128.2606121
11954.5,-45.40789759,129.7247561
11955,-45.07302601,130.0611268
11955.5,-44.65977347,130.1801725
11956,-44.14618145,130.4706507
11956.5,-43.64581078,130.7112882
11957,-43.35267475,130.9519256
11957.5,-43.3982098,131.1925631
11958,-43.74630727,131.4077025
11958.5,-44.23284249,130.7423639
11959,-44.71159068,130.1407703
11959.5,-45.15057013,129.5391766
11960,-45.58038313,128.937583
11960.5,-45.97653956,128.3359894
11961,-46.23011041,127.4236388
11961.5,-46.24142887,127.4236388
11962,-46.02282393,129.5484728
11962.5,-45.68944092,128.560757
11963,-45.36190648,127.7084993
11963.5,-45.09013882,126.8562417
11964,-44.85659639,126.0039841
11964.5,-44.62005082,125.0332005
11965,-44.34670032,126.626826
11965.5,-44.03046212,126.626826
11966,-43.71131237,128.6294821
11966.5,-43.47251614,130.0796813
11967,-43.39746516,130.6108898
11967.5,-43.51573072,130.6108898
11968,-43.79576349,130.6108898
11968.5,-44.1800314,129.9652058
11969,-44.60779396,129.4438247
11969.5,-44.99668938,128.9224436
11970,-45.23721468,128.4010624
11970.5,-45.24712911,127.8796813
11971,-45.04318924,127.1580345
11971.5,-44.73493658,127.1580345
11972,-44.42624013,128.2921647
11972.5,-44.13500925,128.9940239
11973,-43.82865664,129.6958831
11973.5,-43.52638753,130.3977424
11974,-43.33364921,130.876494
11974.5,-43.36093189,129.8193891
11975,-43.62246755,129.0172643
11975.5,-44.02783517,127.689243
11976,-44.4568482,127.689243
11976.5,-44.82527785,127.689243
11977,-45.08825113,127.689243
11977.5,-45.21895825,127.689243
11978,-45.20831836,127.689243
11978.5,-45.07824382,127.689243
11979,-44.87711246,127.6873699
11979.5,-44.65763443,127.6910834
11980,-44.46495171,127.6848916
11980.5,-44.34804386,127.6958951
11981,-44.36052532,127.4168432
11981.5,-44.52761583,126.7867996
11982,-44.80942549,125.9431459
11982.5,-45.1046153,125.0523958
11983,-45.29908361,124.2790587
11983.5,-45.32006006,122.8321357
11984,-45.16365245,123.0034864
11984.5,-44.89230168,124.7345655
11985,-44.61324536,126.3013675
11985.5,-44.43834257,128.1088961
11986,-44.43636663,128.3166187
11986.5,-44.61000231,128.1510185
11987,-44.91343509,127.9548473
11987.5,-45.29014978,127.689243
11988,-45.68854769,127.689243
11988.5,-46.04909396,126.7848606
11989,-46.30039434,126.1832669
11989.5,-46.39039919,125.5816733
11990,-46.32848164,124.9800797
11990.5,-46.18605177,124.501992
11991,-46.04444014,125.3076583
11991.5,-45.93912722,125.9760956
11992,-45.8540289,126.644533
11992.5,-45.76326806,127.1580345
11993,-45.66222991,126.4169987
11993.5,-45.56007403,125.564409
11994,-45.45653255,125.564409
11994.5,-45.34280209,126.5909931
11995,-45.22460846,127.3148615
11995.5,-45.13020054,128.2061068
11996,-45.07063105,128.2248525
11996.5,-44.99097598,125.9662239
11997,-44.77915411,124.490216
11997.5,-44.35521685,125.0304772
11998,-43.77212523,125.5373202
11998.5,-43.21679552,126.0941634
11999,-42.89008654,126.6275514
11999.5,-42.86945804,125.9593659
12000,-43.08169499,125.3226821
12000.5,-43.39221699,124.6110058
12001,-43.70305143,123.9979516
12001.5,-43.96522198,124.6484921
12002,-44.13255732,125.375511
12002.5,-44.14969972,126.062417
12003,-43.99901618,126.7596282
12003.5,-43.73386546,127.689243
12004,-43.43859199,127.689243
12004.5,-43.15603228,125.5865427
12005,-42.87526752,124.3249225
12005.5,-42.59268226,122.6427623
12006,-42.36660629,122.6427623
12006.5,-42.28789823,123.5281098
12007,-42.39711334,124.0593183
12007.5,-42.64205152,124.7675963
12008,-42.91927804,124.7675963
12008.5,-43.15776701,121.2262063
12009,-43.35974524,119.1013723
12009.5,-43.5705929,116.2682603
12010,-43.81656142,116.2682603
12010.5,-44.06861691,119.0903054
12011,-44.25831189,120.7835325
12011.5,-44.32744099,121.0491368
12012,-44.26602092,121.1819389
12012.5,-44.11614485,121.314741
12013,-43.94015861,124.6790615
12013.5,-43.78128751,127.2023019
12014,-43.64520773,131.4077025
12014.5,-43.51200361,131.4077025
12015,-43.36470191,124.9003984
12015.5,-43.20760869,118.3930943
12016,-43.06176164,118.3930943
12016.5,-42.93607454,123.0411687
12017,-42.80875189,125.8300133
12017.5,-42.64578718,124.435591
12018,-42.45039791,123.0411687
12018.5,-42.29410064,121.6467464
12019,-42.28218308,120.252324
12019.5,-42.47145705,118.3930943
12020,-42.82127108,118.3930943
12020.5,-43.23369417,119.2231076
12021,-43.64388437,119.7211155
12021.5,-44.05723654,119.7211155
12022,-44.49389997,119.7211155
12022.5,-44.91066764,115.9583887
12023,-45.20210555,113.7007526
12023.5,-45.28877012,110.6905711
12024,-45.1939807,110.6905711
12024.5,-45.02168931,113.6122178
12025,-44.86210639,115.3652058
12025.5,-44.7306231,117.1181939
12026,-44.59636136,118.8711819
12026.5,-44.45327943,120.62417
12027,-44.34621274,122.377158
12027.5,-44.32941059,122.1381142
12028,-44.41113519,121.8990704
12028.5,-44.54657598,121.6600266
12029,-44.67749249,121.4209827
12029.5,-44.77482015,121.1819389
12030,-44.84987667,120.7835325
12030.5,-44.93437026,120.7835325
12031,-45.04814943,120.9495352
12031.5,-45.17740458,121.0740372
12032,-45.27652405,121.1985392
12032.5,-45.29255661,121.3230412
12033,-45.19887963,121.4475432
12033.5,-45.01227453,121.5720452
12034,-44.7832302,121.6965471
12034.5,-44.56316614,121.8210491
12035,-44.37597543,121.9455511
12035.5,-44.20721165,122.1115538
12036,-44.01903178,122.1115538
12036.5,-43.78870059,121.24834
12037,-43.54484058,120.7304117
12037.5,-43.36971715,120.2124834
12038,-43.35566058,119.6945551
12038.5,-43.54046486,119.1766268
12039,-43.87378727,118.6586985
12039.5,-44.2500108,118.9907039
12040,-44.58654164,119.3227092
12040.5,-44.88013892,119.6547145
12041,-45.18890691,119.9867198
12041.5,-45.55600894,118.3266932
12042,-45.94829495,116.6666667
12042.5,-46.27131999,115.0066401
12043,-46.44696082,113.3466136
12043.5,-46.47805842,111.686587
12044,-46.4388616,110.0265604
12044.5,-46.4067078,108.3665339
12045,-46.40629521,106.7065073
12045.5,-46.41816489,105.9096946
12046,-46.42425533,105.9096946
12046.5,-46.43041689,107.7357238
12047,-46.44161698,108.8313413
12047.5,-46.43395534,109.9269588
12048,-46.36657381,111.7529881
12048.5,-46.22366303,111.7529881
12049,-46.03300174,112.2841966
12049.5,-45.83322105,112.5498008
12050,-45.63397691,112.5498008
12050.5,-45.4163989,116.0911908
12051,-45.18302223,118.2160248
12051.5,-44.99460919,121.0491368
12052,-44.93905177,121.0491368
12052.5,-45.05740753,120.3851262
12053,-45.30575904,119.9867198
12053.5,-45.59724216,119.4555113
12054,-45.87763343,119.4555113
12054.5,-46.14996365,120.6175299
12055,-46.42909515,121.314741
12055.5,-46.68649761,120.252324
12056,-46.85521044,119.189907
12056.5,-46.88753731,118.12749
12057,-46.80111004,117.065073
12057.5,-46.66334988,117.2642762
12058,-46.53915006,117.4634794
12058.5,-46.45087062,117.6626826
12059,-46.37877211,117.8618858
12059.5,-46.28916483,117.2144754
12060,-46.1678612,116.5670651
12060.5,-46.03758154,115.9196547
12061,-45.9542506,115.2722444
12061.5,-45.98488311,114.4090305
12062,-46.17106462,114.4090305
12062.5,-46.49654851,107.436919
12063,-46.88017238,103.2536521
12063.5,-47.20236858,103.5192563
12064,-47.35325996,111.4873838
12064.5,-47.27888693,119.4555113
12065,-47.00544441,125.8300133
12065.5,-46.62695798,132.2045153
12066,-46.26177292,132.2045153
12066.5,-45.99837434,130.5444887
12067,-45.86058136,129.5484728
12067.5,-45.81302494,128.2204515
12068,-45.79822049,128.2204515
12068.5,-45.77571046,129.2164675
12069,-45.73644994,129.814077
12069.5,-45.69034424,128.9508632
12070,-45.64739473,128.0876494
12070.5,-45.61007065,127.2244356
12071,-45.57854929,126.3612218
12071.5,-45.55172578,127.622842
12072,-45.52158678,128.8844622
12072.5,-45.47500439,130.1460823
12073,-45.41404622,131.4077025
12073.5,-45.37253813,128.0544489
12074,-45.40650044,124.7011952
12074.5,-45.55213818,121.3479416
12075,-45.79670224,117.9946879
12075.5,-46.08754689,114.6414343
12076,-46.37642384,111.2881806
12076.5,-46.65489005,107.934927
12077,-46.93898318,104.5816733
12077.5,-47.22802036,106.1088977
12078,-47.4947572,107.6361222
12078.5,-47.73089293,109.1633466
12079,-47.9847497,110.6905711
12079.5,-48.32039738,112.2177955
12080,-48.70611514,113.7450199
12080.5,-48.95184043,115.2722444
12081,-48.81432342,116.7994688
12081.5,-48.20199906,119.9867198
12082,-47.30061382,123.1739708
12082.5,-46.48189581,126.3612218
12083,-46.07126247,129.5484728
12083.5,-46.17345387,128.7118194
12084,-46.66427186,127.875166
12084.5,-47.28823266,127.0385126
12085,-47.75262439,126.2018592
12085.5,-47.80745221,125.3652058
12086,-47.35022107,123.9707835
12086.5,-46.51998425,123.9707835
12087,-45.66492165,124.0593183
12087.5,-45.14337747,124.1257193
12088,-45.09729525,124.2363878
12088.5,-45.39737273,124.2363878
12089,-45.80152464,126.272687
12089.5,-46.1602663,127.7999115
12090,-46.47938978,130.3452855
12090.5,-46.81083067,130.3452855
12091,-47.13253292,128.5922975
12091.5,-47.34611715,127.2775564
12092,-47.37225979,125.9628154
12092.5,-47.22832006,124.6480744
12093,-47.00589563,123.3333333
12093.5,-46.79093873,121.5803453
12094,-46.61308521,121.5803453
12094.5,-46.45968476,122.1115538
12095,-46.30747668,122.4302789
12095.5,-46.13764571,122.749004
12096,-45.93977237,123.0677291
12096.5,-45.72216072,123.3864542
12097,-45.53422321,123.7051793
12097.5,-45.45007692,124.8007968
12098,-45.51842087,126.626826
12098.5,-45.72092302,126.626826
12099,-45.98659981,125.861483
12099.5,-46.25025118,125.2874757
12100,-46.49299754,124.7134684
12100.5,-46.72919018,124.1394611
12101,-46.96589951,123.5654538
12101.5,-47.19372186,122.9914465
12102,-47.41498404,122.4174393
12102.5,-47.66000078,121.843432
12103,-47.95153122,121.314741
12103.5,-48.25123405,122.5489155
12104,-48.45797938,123.6927844
12104.5,-48.47792045,124.8366534
12105,-48.30383746,125.8300133
12105.5,-48.02346105,123.5458167
12106,-47.74699734,120.5179283
12106.5,-47.52202132,120.5179283
12107,-47.31858712,121.6281541
12107.5,-47.0881076,122.3683046
12108,-46.83102504,123.439575
12108.5,-46.60671184,123.439575
12109,-46.48184635,123.0634794
12109.5,-46.4729983,122.8212483
12110,-46.53862362,122.5790173
12110.5,-46.62204682,122.3367862
12111,-46.69719794,122.0945551
12111.5,-46.77144496,121.852324
12112,-46.84871352,121.610093
12112.5,-46.9007601,121.3678619
12113,-46.88199991,121.1256308
12113.5,-46.77085318,120.8833997
12114,-46.58963352,120.6411687
12114.5,-46.38404242,120.252324
12115,-46.18858557,120.252324
12115.5,-46.01315819,120.252324
12116,-45.85199264,121.7224436
12116.5,-45.69095678,123.0849934
12117,-45.51134385,124.4475432
12117.5,-45.30394698,125.810093
12118,-45.0936887,127.4236388
12118.5,-44.94540278,127.4236388
12119,-44.92477555,127.4236388
12119.5,-45.04326292,125.788579
12120,-45.24710666,124.6985392
12120.5,-45.46774967,123.6084993
12121,-45.67974295,122.5184595
12121.5,-45.89769977,121.4284197
12122,-46.11930045,120.252324
12122.5,-46.28570992,121.0579903
12123,-46.31496471,121.9327136
12123.5,-46.17642152,122.8074369
12124,-45.92462544,123.6821603
12124.5,-45.65382572,124.5568836
12125,-45.42008786,125.4316069
12125.5,-45.20985221,126.3063302
12126,-44.98092044,127.1580345
12126.5,-44.72694005,127.689243
12127,-44.49874462,127.689243
12127.5,-44.36458816,127.689243
12128,-44.352245,127.9548473
12128.5,-44.43004986,127.9548473
12129,-44.53747377,126.5683931
12129.5,-44.63142619,124.75166
12130,-44.70594711,122.934927
12130.5,-44.77635514,121.1181939
12131,-44.85341745,118.3930943
12131.5,-44.93502205,118.3930943
12132,-45.0171396,117.5962815
12132.5,-45.10117686,116.8791501
12133,-45.18858428,116.2735724
12133.5,-45.27126621,115.6679947
12134,-45.33336033,115.062417
12134.5,-45.36423894,114.4090305
12135,-45.36849503,115.2146968
12135.5,-45.36146712,116.0894201
12136,-45.35670426,116.9641434
12136.5,-45.35724632,117.8618858
12137,-45.3594135,118.0584329
12137.5,-45.36087961,118.3930943
12138,-45.36277747,118.3930943
12138.5,-45.36477014,120.8313413
12139,-45.36297795,122.6480744
12139.5,-45.35568966,125.564409
12140,-45.35028454,125.564409
12140.5,-45.35839591,122.8897742
12141,-45.37744886,120.5179283
12141.5,-45.37834239,121.08278
12142,-45.31631505,121.8229305
12142.5,-45.16308467,122.563081
12143,-44.93574226,123.3032315
12143.5,-44.6875152,124.043382
12144,-44.46299189,124.7835325
12144.5,-44.25691309,125.5236831
12145,-44.02559737,126.3612218
12145.5,-43.74911121,126.7118194
12146,-43.47829382,127.1155379
12146.5,-43.31267976,127.5192563
12147,-43.32605645,127.9229748
12147.5,-43.51464019,128.4860558
12148,-43.81241616,128.4860558
12148.5,-44.13926373,127.0278885
12149,-44.42680198,126.0956175
12149.5,-44.61684664,122.9508632
12150,-44.66200323,119.7211155
12150.5,-44.54220632,116.4913679
12151,-44.27402626,113.3466136
12151.5,-43.90001636,117.559097
12152,-43.47967827,121.663568
12152.5,-43.09429952,125.768039
12153,-42.84065492,129.5484728
12153.5,-42.79003175,128.7045153
12154,-42.94083648,127.9223108
12154.5,-43.21931844,127.1401062
12155,-43.53379528,126.3579017
12155.5,-43.82193986,125.5756972
12156,-44.0493337,124.7934927
12156.5,-44.18458778,124.0112882
12157,-44.20080304,123.2290837
